Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2019S009271    ,10,Sant Martí,71,Provençals del Poblenou,701414,Corts Catalanes                                   ,20670000,Dissabte,Ds,Laboral,2019,11,Novembre,30,14,Tarda,No és causa del  vianant,0,1,0,1,2,"432792,39","4584691,03",2.1946685543157947,41.4091329505155
2019S009272    ,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat)                               ,710000,Dissabte,Ds,Laboral,2019,11,Novembre,30,14,Tarda,No és causa del  vianant,0,0,1,1,2,"433970,87","4583525,55",2.208894523288353,41.398733699532514
2019S009273    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Aragó / Independència                             ,0252 0252,Dissabte,Ds,Laboral,2019,11,Novembre,30,15,Tarda,No és causa del  vianant,0,1,0,1,2,"431930,94","4584486,66",2.184385745802003,41.40721967328077
2019S009274    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,B-20 (Llobregat)                                  ,0009S0000,Dissabte,Ds,Laboral,2019,11,Novembre,30,15,Tarda,No és causa del  vianant,0,2,0,2,4,"426191,44","4584068,24",2.1157761042501346,41.40294396785152
2019S009275    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,143609,Josep Pla                                         ,0019 0019,Dissabte,Ds,Laboral,2019,11,Novembre,30,17,Tarda,No és causa del  vianant,0,1,0,1,1,"434550,61","4584623,72",2.2157101686585317,41.40867202432029
2019S009276    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III                                        ,0001 0005,Dissabte,Ds,Laboral,2019,11,Novembre,30,14,Tarda,No és causa del  vianant,0,1,0,1,2,"427212,15","4581440,33",2.1283021146500496,41.379368914873446
2019S009277    ,7,Horta-Guinardó,34,Can Baró,312207,Sanllehy                                          ,0008 0008,Dissabte,Ds,Laboral,2019,11,Novembre,30,15,Tarda,No és causa del  vianant,0,1,0,1,1,"430014,73","4585262,1",2.161372413319512,41.41403891130278
2019S009278    ,9,Sant Andreu,59,el Bon Pastor,264308,Potosí / Caracas                                  ,0018 0018,Dissabte,Ds,Laboral,2019,11,Novembre,30,18,Tarda,No és causa del  vianant,0,1,0,1,2,"433528,9","4588454,89",2.2030652777230633,41.44309389386424
2019S009279    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia                                            ,0091 0091,Dissabte,Ds,Laboral,2019,11,Novembre,30,17,Tarda,No és causa del  vianant,0,1,0,1,2,"429958,79","4583136,89",2.1609494209704216,41.39489323184685
2019S009280    ,1,Ciutat Vella,2,el Barri Gòtic,18006,Laietana                                          ,9999 9999,Divendres,Dv,Laboral,2019,11,Novembre,29,21,Tarda,No és causa del  vianant,0,1,0,1,2,"431666,41","4581603,15",2.181547034303357,41.38122655262697
2019S009281    ,10,Sant Martí,68,el Poblenou,700654,Litoral (Besòs)                                   ,0064 0068,Dissabte,Ds,Laboral,2019,11,Novembre,30,20,Tarda,No és causa del  vianant,0,0,0,0,2,"433683,78","4583042,15",2.2055135192907698,41.39435621842948
2019S009282    ,10,Sant Martí,71,Provençals del Poblenou,144601,Marroc / Diagonal                                 ,0152 0152,Dissabte,Ds,Laboral,2019,11,Novembre,30,19,Tarda,Creuar per fora pas de vianants,0,2,0,2,1,"433003,71","4584361,21",2.1972332244621406,41.40618005480904
2019S009283    ,7,Horta-Guinardó,40,Montbau,352507,Dalt (Llobregat)                                  ,0147 0147,Dissabte,Ds,Laboral,2019,11,Novembre,30,20,Tarda,No és causa del  vianant,0,0,1,1,2,"428753,31","4587482,31",2.146018634069856,41.4339241889317
2019S009284    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,90502,Còrsega                                           ,0513 0513,Dissabte,Ds,Laboral,2019,11,Novembre,30,16,Tarda,No és causa del  vianant,0,1,0,1,2,"430712,63","4584214,96",2.169842299383773,41.404668346275535
2019S009285    ,7,Horta-Guinardó,43,Horta,157308,Estatut de Catalunya / Horta a Cerdanyola         ,1160000,Dissabte,Ds,Laboral,2019,11,Novembre,30,17,Tarda,No és causa del  vianant,0,2,0,2,2,"429350,33","4587796,83",2.1531268244810815,41.43680972529615
2019S009286    ,7,Horta-Guinardó,35,el Guinardó,42500,Bisbal / Varsòvia                                 ,0031 0031,Dissabte,Ds,Laboral,2019,11,Novembre,30,19,Tarda,No és causa del  vianant,0,1,0,1,2,"430952,35","4585710,06",2.1725390789367665,41.418154710979195
2019S009287    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes                                   ,0573 0573,Dissabte,Ds,Laboral,2019,11,Novembre,30,23,Nit,No és causa del  vianant,0,1,0,1,2,"430032,89","4582049,03",2.1619615496655573,41.38510180450581
2019S009288    ,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu                               ,0388 0388,Dissabte,Ds,Laboral,2019,11,Novembre,30,22,Nit,No és causa del  vianant,0,1,0,1,3,"432324,04","4588047,35",2.188689300188854,41.439322550075886
2019S009289    ,8,Nou Barris,51,Verdun,26605,Artesania / Pare Rodés                            ,0044 0044,Diumenge,Dg,Laboral,2019,12,Desembre,1,3,Nit,No és causa del  vianant,0,0,0,0,1,"431116,21","4588130,75",2.1742234187296474,41.43997082992872
2019S009290    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Gràcia                                    ,0274 0274,Diumenge,Dg,Laboral,2019,12,Desembre,1,6,Matí,No és causa del  vianant,0,1,0,1,2,"430252,3","4582787,35",2.164500312237164,41.39177062223885
2019S009291    ,8,Nou Barris,53,la Trinitat Nova,120807,Dalt (Llobregat)                                  ,0377B0377B,Diumenge,Dg,Laboral,2019,12,Desembre,1,5,Nit,No és causa del  vianant,1,0,0,1,2,"432141,82","4588912,03",2.1864110515735837,41.44709492473612
2019S009292    ,2,Eixample,5,el Fort Pienc,197302,Corts Catalanes / Marina                          ,0178 0178,Diumenge,Dg,Laboral,2019,12,Desembre,1,11,Matí,No és causa del  vianant,0,0,0,0,1,"431696,26","4583593,37",2.1816792216731593,41.399154236114285
2019S009293    ,2,Eixample,7,la Dreta de l'Eixample,74404,Catalunya / Vergara                               ,0005 0005,Diumenge,Dg,Laboral,2019,12,Desembre,1,5,Nit,No és causa del  vianant,0,0,0,0,2,"430597,29","4582227,14",2.168690711316516,41.38675493008179
2019S009294    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors                                            ,0043 0051,Diumenge,Dg,Laboral,2019,12,Desembre,1,12,Matí,No és causa del  vianant,0,2,0,2,2,"427585,89","4577869,16",2.1331981582197526,41.34723878514458
2019S009295    ,4,Les Corts,19,les Corts,66508,Prat de la Riba                                   ,0158X0158X,Diumenge,Dg,Laboral,2019,12,Desembre,1,16,Tarda,No és causa del  vianant,0,1,0,1,2,"427353,53","4582852,22",2.1298231614611627,41.392097899112954
2019S009296    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria / Consell de Cent                 ,0051 0051,Dissabte,Ds,Laboral,2019,10,Octubre,19,10,Matí,No és causa del  vianant,0,0,0,0,1,"430564,57","4582968,19",2.1682143320012535,41.393426431600936
2019S009297    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan                                            ,0026 0026,Diumenge,Dg,Laboral,2019,12,Desembre,1,17,Tarda,No és causa del  vianant,0,1,0,1,2,"431141,09",4583205,2.175082792522804,41.39560892488604
2019S009298    ,8,Nou Barris,45,Porta,119003,Fabra i Puig                                      ,0140 0140,Diumenge,Dg,Laboral,2019,12,Desembre,1,19,Tarda,No és causa del  vianant,0,1,0,1,2,"431662,95","4587059,51",2.180888658913642,41.43036945065268
2019S009299    ,2,Eixample,5,el Fort Pienc,325005,Sicília / Diagonal                                ,0191 0191,Dissabte,Ds,Laboral,2019,11,Novembre,30,23,Nit,No és causa del  vianant,0,1,0,1,2,"431145,77","4583713,44",2.17508086399807,41.40018863565091
2019S009300    ,2,Eixample,10,Sant Antoni,323203,Sepúlveda / Viladomat                             ,0089 0089,Dilluns,Dl,Laboral,2019,12,Desembre,2,0,Nit,No és causa del  vianant,0,1,0,1,2,"429626,57","4581423,81",2.1571751417267415,41.37943522298054
2019S009301    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,175478,K Zona Franca / Número 40 Zona Franca             ,0028 0028,Dilluns,Dl,Laboral,2019,12,Desembre,2,7,Matí,No és causa del  vianant,0,1,0,1,2,"425760,38","4576360,36",2.1115647414196292,41.333483330541576
2019S009302    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell / Aragó                            ,0132 0132,Dilluns,Dl,Laboral,2019,12,Desembre,2,7,Matí,No és causa del  vianant,0,1,0,1,2,429442,"4582051,19",2.15489492953731,41.385069575013404
2019S009303    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs)                                      ,9,Dilluns,Dl,Laboral,2019,12,Desembre,2,9,Matí,No és causa del  vianant,0,1,0,1,2,"426149,95","4583992,47",2.115289057679362,41.40225773456947
2019S009304    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó                                             ,0009 0009,Dilluns,Dl,Laboral,2019,12,Desembre,2,9,Matí,No és causa del  vianant,0,1,0,1,2,"428713,43","4581325,76",2.146267551048895,41.378471632545065
2019S009305    ,10,Sant Martí,68,el Poblenou,17579,Espronceda / Antic de València                    ,0092 0092,Dilluns,Dl,Laboral,2019,12,Desembre,2,13,Matí,No és causa del  vianant,0,1,0,1,2,"433480,82","4584373,86",2.202939428778259,41.40633367120248
2019S009306    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,362500,Fabra i Puig / Vilapicina                         ,0001 0003,Dilluns,Dl,Laboral,2019,12,Desembre,2,13,Matí,Desobeir el senyal del semàfor,0,1,0,1,1,"430924,21","4587049,88",2.172049101944193,41.4302194308794
2019S009307    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,324104,Quinze / Serrano                                  ,0052 0054,Dilluns,Dl,Laboral,2019,12,Desembre,2,13,Matí,No és causa del  vianant,0,1,0,1,2,"431095,97","4586899,12",2.1741217948455978,41.42887638055623
2019S009308    ,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas / Londres                       ,0088B0088B,Dilluns,Dl,Laboral,2019,12,Desembre,2,14,Tarda,No és causa del  vianant,0,2,0,2,2,"428464,96","4582351,77",2.143175143923864,41.38769034726527
2019S009309    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,199104,Enginyeria / Marquès de Lamadrid                  ,0007 0007,Dilluns,Dl,Laboral,2019,12,Desembre,2,13,Matí,No és causa del  vianant,0,1,0,1,2,"427715,72","4585576,59",2.133829164247629,41.41666756783119
2019S009310    ,5,Sarrià-Sant Gervasi,23,Sarrià,193108,Manuel Girona / Benet Mateu                       ,0055C0055C,Dilluns,Dl,Laboral,2019,12,Desembre,2,15,Tarda,No és causa del  vianant,0,1,0,1,2,"427126,37","4582847,89",2.1271068389357195,41.39203832171249
2019S009311    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370305,Número 4 Zona Franca / E Zona Franca              ,0080 0080,Dilluns,Dl,Laboral,2019,12,Desembre,2,16,Tarda,No és causa del  vianant,0,1,0,1,2,"426957,61","4576210,38",2.125888861000128,41.33224207309879
2019S009312    ,7,Horta-Guinardó,40,Montbau,701267,B-20 (Llobregat)                                  ,0005S0000,Dilluns,Dl,Laboral,2019,12,Desembre,2,17,Tarda,No és causa del  vianant,0,1,0,1,3,"428661,37","4587177,59",2.1449543338446975,41.431171565894346
2019S009313    ,7,Horta-Guinardó,42,la Clota,302509,Lisboa                                            ,0002 0002,Dilluns,Dl,Laboral,2019,12,Desembre,2,17,Tarda,No és causa del  vianant,0,2,0,2,2,"429589,07","4586913,3",2.1560872218055294,41.42887322132662
2019S009314    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana                                         ,0293 0295,Dilluns,Dl,Laboral,2019,12,Desembre,2,9,Matí,No és causa del  vianant,0,1,0,1,1,"432124,61","4586308,59",2.18649788775295,41.423645443839604
2019S009315    ,7,Horta-Guinardó,35,el Guinardó,194406,Maragall                                          ,0121 0121,Dilluns,Dl,Laboral,2019,12,Desembre,2,19,Tarda,No és causa del  vianant,0,2,0,2,1,"431618,5","4585867,6",2.1804917137527284,41.419630656256736
2019S009316    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Taulat / Bac de Roda                              ,0010X0010X,Dilluns,Dl,Laboral,2019,12,Desembre,2,19,Tarda,No és causa del  vianant,0,2,0,2,1,"434078,42","4583990,17",2.210130311977753,41.40292721254894
2019S009317    ,2,Eixample,6,la Sagrada Família,268003,Provença                                          ,0441 0441,Dilluns,Dl,Laboral,2019,12,Desembre,2,18,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,"431059,12","4584176,5",2.173991570030222,41.40435178586139
2019S009318    ,10,Sant Martí,70,el Besòs i el Maresme,701266,Litoral (Besòs)                                   ,560000,Dilluns,Dl,Laboral,2019,12,Desembre,2,18,Tarda,No és causa del  vianant,0,2,0,2,3,"434981,22","4584639,26",2.220860039781033,41.40884698984461
2019S009319    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Besòs)                                      ,800000,Dilluns,Dl,Laboral,2019,12,Desembre,2,19,Tarda,No és causa del  vianant,0,1,0,1,3,"426784,38","4584603,64",2.1228040037249247,41.40782031491713
2019S009320    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,170000,Alfonso Comín / Josep Garí                        ,0009 0009,Dilluns,Dl,Laboral,2019,12,Desembre,2,14,Tarda,No és causa del  vianant,0,3,0,3,2,"427875,09","4585497,98",2.1357453448326145,41.41597390964939
2019S009321    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença / Viladomat                              ,0081 0083,Dimecres,Dc,Laboral,2019,10,Octubre,9,16,Tarda,No és causa del  vianant,0,0,0,0,2,"428949,32","4582109,96",2.1489961509298032,41.38555546458068
2019S009322    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes                                   ,0751 0751,Dimarts,Dm,Laboral,2019,12,Desembre,3,7,Matí,No és causa del  vianant,0,1,0,1,2,"431756,23","4583735,03",2.1823805612139258,41.40043521092311
2019S009323    ,2,Eixample,10,Sant Antoni,323203,Sepúlveda / Casanova                              ,0165B0165B,Dimarts,Dm,Laboral,2019,12,Desembre,3,7,Matí,No és causa del  vianant,0,2,0,2,2,"430040,36","4581831,65",2.162076018779855,41.38314460486707
2019S009324    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Roger de Llúria                           ,0295 0295,Dimarts,Dm,Laboral,2019,12,Desembre,3,8,Matí,No és causa del  vianant,0,2,0,2,2,"430470,43","4583048,06",2.167079195273052,41.3941376415254
2019S009325    ,9,Sant Andreu,60,Sant Andreu,339101,Torras i Bages / Guardiola i Feliu                ,0051 0051,Dimarts,Dm,Laboral,2019,12,Desembre,3,8,Matí,No és causa del  vianant,0,1,0,1,2,"432497,28","4587986,8",2.1907695680289954,41.43879180787868
2019S009326    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,246805,Rector Ubach                                      ,0001 0001,Dimarts,Dm,Laboral,2019,12,Desembre,3,11,Matí,No és causa del  vianant,0,1,0,1,1,"428647,12","4583633,16",2.145202459795087,41.39924742133719
2019S009327    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes                                   ,0302 0302,Dimarts,Dm,Laboral,2019,12,Desembre,3,11,Matí,No és causa del  vianant,0,1,0,1,2,"428682,9","4580655,12",2.1459815013426073,41.37242876693099
2019S009328    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,191703,Mandri / Bigai                                    ,0056 0056,Dimarts,Dm,Laboral,2019,12,Desembre,3,10,Matí,No és causa del  vianant,0,1,0,1,2,"427586,26","4584243,01",2.132440052105394,41.40464504976783
2019S009329    ,2,Eixample,7,la Dreta de l'Eixample,232902,Urquinaona / Roger de Llúria                      ,0006 0006,Dimarts,Dm,Laboral,2019,12,Desembre,3,11,Matí,No és causa del  vianant,0,1,0,1,2,"430958,17","4582539,07",2.1729709445674423,41.38959545870726
2019S009330    ,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Elisabeth Eidenbenz / Joan XXIII                  ,0018 0018,Dimarts,Dm,Laboral,2019,12,Desembre,3,12,Matí,No és causa del  vianant,0,2,0,2,2,"426740,28","4582066,66",2.12258380529203,41.384967065287
2019S009331    ,2,Eixample,7,la Dreta de l'Eixample,176801,Mallorca / Roger de Llúria                        ,0102 0102,Dimarts,Dm,Laboral,2019,12,Desembre,3,11,Matí,No és causa del  vianant,0,1,0,1,2,"430305,42","4583268,01",2.165080235454576,41.39610433229854
2019S009332    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca / Maignon                               ,0010 0010,Dimarts,Dm,Laboral,2019,12,Desembre,3,11,Matí,No és causa del  vianant,0,1,0,1,2,"429004,65","4584631,33",2.1493617830356864,41.408269151773695
2019S009333    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta                                           ,0318 0318,Dimarts,Dm,Laboral,2019,12,Desembre,3,11,Matí,No és causa del  vianant,0,1,0,1,3,"427031,9","4583561,75",2.1258908363686713,41.3984591080984
2019S009334    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,101904,Doctor Fleming                                    ,0030 0030,Dimarts,Dm,Laboral,2019,12,Desembre,3,13,Matí,No és causa del  vianant,0,1,0,1,2,"427750,7","4583208,29",2.134530800444519,41.39534067064903
2019S009335    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,243206,Pamplona / Sancho de Ávila                        ,0104 0104,Dimarts,Dm,Laboral,2019,12,Desembre,3,13,Matí,No és causa del  vianant,0,1,0,1,2,"432357,33","4583468,43",2.1896006056935464,41.398084917727694
2019S009336    ,2,Eixample,6,la Sagrada Família,178308,Lepant / Enamorats                                ,0217 0219,Dimarts,Dm,Laboral,2019,12,Desembre,3,13,Matí,No és causa del  vianant,0,2,0,2,2,"431510,26","4583932,34",2.179415976395215,41.40219135560699
2019S009337    ,5,Sarrià-Sant Gervasi,23,Sarrià,206356,Major de Can Caralleu                             ,0000A0000A,Dimarts,Dm,Laboral,2019,12,Desembre,3,15,Tarda,No és causa del  vianant,0,1,0,1,1,"425989,55","4583897,32",2.1133820235507748,41.4013860022836
2019S009338    ,8,Nou Barris,52,la Prosperitat,351901,Valldaura / Artesania                             ,0197 0197,Dimarts,Dm,Laboral,2019,12,Desembre,3,14,Tarda,No és causa del  vianant,0,1,0,1,2,"431282,63","4587994,21",2.176230848338519,41.43875536027901
2019S009339    ,3,Sants-Montjuïc,18,Sants,187207,Madrid / Lluçà                                    ,0174 0174,Dimarts,Dm,Laboral,2019,12,Desembre,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,"427504,91","4581567,24",2.1317876550559065,41.3805383990572
2019S009340    ,7,Horta-Guinardó,35,el Guinardó,297001,Sant Antoni Maria Claret                          ,0207 0207,Dimarts,Dm,Laboral,2019,12,Desembre,3,13,Matí,No és causa del  vianant,0,1,0,1,2,"431486,7","4585344,51",2.1789740301429585,41.41490816721602
2019S009341    ,3,Sants-Montjuïc,13,la Marina de Port,160903,Ildefons Cerdà / Zona Franca                      ,0003 0003,Dimarts,Dm,Laboral,2019,12,Desembre,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,"427786,74","4579747,41",2.13537483602199,41.364173415823196
2019S009342    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó / Rocafort                                  ,0073 0073,Dimarts,Dm,Laboral,2019,12,Desembre,3,16,Tarda,No és causa del  vianant,0,1,0,1,2,"429041,53","4581646,09",2.1501532842729936,41.38138574550238
2019S009343    ,3,Sants-Montjuïc,11,el Poble-sec,116402,Estadi                                            ,0012 0022,Dimarts,Dm,Laboral,2019,12,Desembre,3,18,Tarda,No és causa del  vianant,0,1,0,1,1,"428743,98","4579868,87",2.146804332106803,41.36535277090069
2019S009344    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Balmes                                    ,0236 0236,Dimarts,Dm,Laboral,2019,12,Desembre,3,17,Tarda,No és causa del  vianant,0,1,0,1,2,"430053,14","4582592,29",2.1621408985264696,41.3899964796106
2019S009345    ,4,Les Corts,19,les Corts,278302,Diagonal / Reina Maria Cristina                   ,9997 9997,Dimarts,Dm,Laboral,2019,12,Desembre,3,17,Tarda,No és causa del  vianant,0,1,0,1,2,"427177,61","4582432,32",2.1277697033940766,41.38830014258635
2019S009346    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants                                             ,0272 0274,Diumenge,Dg,Laboral,2019,12,Desembre,8,14,Tarda,No és causa del  vianant,0,1,0,1,1,"427120,56","4581034,19",2.1272558116842633,41.37570270957866
2019S009347    ,2,Eixample,6,la Sagrada Família,191204,Lepant / Mallorca                                 ,0417 0417,Dimarts,Dm,Laboral,2019,12,Desembre,3,20,Tarda,No és causa del  vianant,0,2,0,2,2,"431251,52","4584185,71",2.1762920961422227,41.40445123725014
2019S009348    ,1,Ciutat Vella,3,la Barceloneta,700813,Doctor Aiguader                                   ,0078 0078,Dimarts,Dm,Laboral,2019,12,Desembre,3,15,Tarda,No és causa del  vianant,0,0,0,0,3,"432560,74","4581935,43",2.1922046120111522,41.384294855602185
2019S009349    ,2,Eixample,5,el Fort Pienc,9209,Sardenya / Alí Bei                                ,0109 0109,Dimarts,Dm,Laboral,2019,12,Desembre,3,18,Tarda,No és causa del  vianant,0,1,0,1,2,"431818,19","4583192,68",2.1831828761641106,41.395555742777226
2019S009350    ,2,Eixample,5,el Fort Pienc,144601,Diagonal / Sardenya                               ,0277 0279,Dimarts,Dm,Laboral,2019,12,Desembre,3,20,Tarda,No és causa del  vianant,0,1,0,1,2,"431276,08","4583760,33",2.176634259693799,41.40062211965326
2019S009351    ,8,Nou Barris,45,Porta,282650,Valldaura / Rio de Janeiro                        ,0092B0092B,Dimarts,Dm,Laboral,2019,12,Desembre,3,20,Tarda,No és causa del  vianant,0,1,0,1,1,"431762,53","4588031,38",2.1819704574798524,41.43913112100248
2019S009352    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent / Bruc                            ,0387 0387,Dimarts,Dm,Laboral,2019,12,Desembre,3,23,Nit,No és causa del  vianant,0,1,0,1,2,"430696,55","4583074,34",2.169780702623134,41.39439388103914
2019S009353    ,6,Gràcia,31,la Vila de Gràcia,112004,Escorial                                          ,0167 0167,Dimarts,Dm,Laboral,2019,12,Desembre,3,23,Nit,No és causa del  vianant,0,2,0,2,2,"429745,08","4584856,83",2.1581934022053035,41.410365274626514
2019S009354    ,6,Gràcia,31,la Vila de Gràcia,112004,Escorial                                          ,0131 0133,Dimarts,Dm,Laboral,2019,12,Desembre,3,23,Nit,No és causa del  vianant,0,0,0,0,2,"429835,1","4584727,85",2.1592853333725306,41.409211486917584
2019S009355    ,3,Sants-Montjuïc,18,Sants,202901,Masnou                                            ,0001 0001,Dimecres,Dc,Laboral,2019,12,Desembre,4,0,Nit,No és causa del  vianant,0,1,0,1,1,"428108,92","4581065,14",2.1390700234501705,41.37607048998607
2019S009356    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,135203,Foc / Acer                                        ,0018 0018,Dimecres,Dc,Laboral,2019,12,Desembre,4,6,Matí,No és causa del  vianant,0,0,1,1,1,"427797,29","4578588,15",2.1356391255046474,41.35373342226596
2019S009357    ,2,Eixample,7,la Dreta de l'Eixample,148307,Rosselló / Gràcia                                 ,0102 0102,Dimecres,Dc,Laboral,2019,12,Desembre,4,7,Matí,No és causa del  vianant,0,1,0,1,2,"429956,72","4583231,95",2.1609136509668763,41.3957492148186
2019S009358    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,110009,Ramon Turró / Joan d'Àustria                      ,0031B0031B,Dimecres,Dc,Laboral,2019,12,Desembre,4,8,Matí,No és causa del  vianant,0,1,0,1,2,"432592,51","4582838,01",2.192483955376902,41.392426736964275
2019S009359    ,1,Ciutat Vella,3,la Barceloneta,700813,Doctor Aiguader                                   ,0054 0054,Diumenge,Dg,Laboral,2019,12,Desembre,1,11,Matí,No és causa del  vianant,0,0,0,0,2,"432419,34","4581871,26",2.1905208043856605,41.38370501545457
2019S009360    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,General Mitre / Saragossa                         ,0130 0130,Dimecres,Dc,Laboral,2019,12,Desembre,4,8,Matí,No és causa del  vianant,0,1,0,1,2,"428548,47","4584338,28",2.1439391185294165,41.40558931798754
2019S009361    ,4,Les Corts,20,la Maternitat i Sant Ramon,187207,Madrid / Comandant Benítez                        ,0103 0105,Dimecres,Dc,Laboral,2019,12,Desembre,4,8,Matí,No és causa del  vianant,0,2,0,2,1,"427161,01","4581384,32",2.127697338188272,41.37885982613732
2019S009362    ,2,Eixample,6,la Sagrada Família,197302,Marina                                            ,0287 0287,Dimecres,Dc,Laboral,2019,12,Desembre,4,9,Matí,No és causa del  vianant,0,0,0,0,1,"430932,19","4584341,21",2.1724543549542292,41.40582434698686
2019S009363    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,23403,Aribau                                            ,0247 0247,Dimecres,Dc,Laboral,2019,12,Desembre,4,9,Matí,No és causa del  vianant,0,1,0,1,2,"428762,93",4583524,2.146600573443477,41.39827455287205
2019S009364    ,7,Horta-Guinardó,43,Horta,78303,Granollers / Ciències                             ,0019 0021,Dimecres,Dc,Laboral,2019,12,Desembre,4,10,Matí,No és causa del  vianant,0,1,0,1,2,"429759,36","4586668,52",2.1581535438110877,41.42668354084097
2019S009365    ,9,Sant Andreu,57,la Trinitat Vella,701497,B-20 (Besòs)                                      ,20000,Dimecres,Dc,Laboral,2019,12,Desembre,4,12,Matí,No és causa del  vianant,0,0,0,0,1,"433172,78","4589158,4",2.1987246981368425,41.449400492832716
2019S009366    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,345308,Tres Torres / Àngel Guimerà                       ,0030 0030,Dimecres,Dc,Laboral,2019,12,Desembre,4,13,Matí,No és causa del  vianant,0,1,0,1,2,"427614,99","4583246,77",2.1329030132200453,41.39567501934468
2019S009367    ,10,Sant Martí,68,el Poblenou,701266,Bilbao                                            ,710000,Dimecres,Dc,Laboral,2019,12,Desembre,4,14,Tarda,No és causa del  vianant,0,1,0,1,2,"433970,87","4583525,55",2.208894523288353,41.398733699532514
2019S009368    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal                                          ,0580 0580,Dimecres,Dc,Laboral,2019,12,Desembre,4,14,Tarda,No és causa del  vianant,0,1,0,1,2,"428867,36","4583035,93",2.1479071023832597,41.39388799508856
2019S009369    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Llobregat)                                  ,670000,Dimecres,Dc,Laboral,2019,12,Desembre,4,14,Tarda,No és causa del  vianant,0,3,0,3,5,"425957,43","4583635,47",2.113029882590195,41.39902470509542
2019S009370    ,3,Sants-Montjuïc,15,Hostafrancs,100800,Diputació                                         ,0002 0002,Dimecres,Dc,Laboral,2019,12,Desembre,4,15,Tarda,No és causa del  vianant,0,0,0,0,1,"428842,04","4581038,14",2.147839234857089,41.375892566530446
