Número d expedient;Codi districte;Nom districte;Codi barri;Nom barri;Codi carrer;Nom carrer;Num postal caption;Descripció dia setmana;Dia setmana;Descripció tipus dia;NK Any;Mes de any;Nom mes;Dia de mes;Hora de dia;Descripció torn;Descripció causa vianant;Número de morts;Número de lesionats lleus;Número de lesionats greus;Número de víctimes;Número de vehicles implicats;Coordenada UTM (Y);Coordenada UTM (X)
2015S004969;7;Horta-Guinardó;39;Sant Genís dels Agudells;141400;Garriguella;0026 0026;Dissabte;Ds;Laboral;2015;6;Juny;27;17;Tarda;No és causa del  vianant;0;1;0;1;2;4586207,68;427495,56
2015S008763;7;Horta-Guinardó;39;Sant Genís dels Agudells;148409;Sant Cugat;0149 0149;Divendres;Dv;Laboral;2015;11;Novembre;20;01;Nit;No és causa del  vianant;0;1;0;1;1;4586469,95;427416,74
2015S004453;7;Horta-Guinardó;38;la Teixonera;701656;Numen Mestre;0000 0000;Dimarts;Dm;Laboral;2015;6;Juny;9;18;Tarda;No és causa del  vianant;0;0;1;1;2;4586314,74;428469,87
2015S000143;7;Horta-Guinardó;39;Sant Genís dels Agudells;148409;Sant Cugat;0223 0223;Dijous;Dj;Laboral;2015;1;Gener;8;11;Matí;No és causa del  vianant;0;0;0;0;1;4586873,32;427205,47
2015S007757;7;Horta-Guinardó;40;Montbau;118747;Montbau;0005 0005;Dijous;Dj;Laboral;2015;10;Octubre;15;20;Tarda;No és causa del  vianant;0;1;0;1;1;4587124,12;428463,87
2015S007812;7;Horta-Guinardó;40;Montbau;76556;Ceràmica;0049 0049;Dissabte;Ds;Laboral;2015;10;Octubre;17;12;Matí;No és causa del  vianant;0;0;0;0;1;4587326,40;428236,29
2015S009047;7;Horta-Guinardó;40;Montbau;369500;Zuloaga;0000 0000;Dissabte;Ds;Laboral;2015;11;Novembre;28;20;Tarda;No és causa del  vianant;0;2;0;2;1;4587015,76;428334,11
2015S008834;7;Horta-Guinardó;41;la Vall d'Hebron;352507;Vall d'Hebron;0218 0218;Dilluns;Dl;Laboral;2015;11;Novembre;23;11;Matí;No és causa del  vianant;0;1;0;1;3;4587380,16;428817,16
2015S007072;7;Horta-Guinardó;40;Montbau;224507;Música;0004 0004;Diumenge;Dg;Laboral;2015;9;Setembre;20;20;Tarda;No és causa del  vianant;0;2;0;2;1;4587240,05;428431,06
2015S000879;7;Horta-Guinardó;39;Sant Genís dels Agudells;159653;Idumea;0007 0007;Dimecres;Dc;Laboral;2015;2;Febrer;4;17;Tarda;No és causa del  vianant;0;0;0;0;1;4586764,15;428053,31
2015S000923;7;Horta-Guinardó;36;la Font d'en Fargues;139601;Gallecs;0011 0011;Divendres;Dv;Laboral;2015;2;Febrer;6;08;Matí;Creuar per fora pas de vianants;0;1;0;1;1;4586559,39;430541,18
2015S003725;7;Horta-Guinardó;41;la Vall d'Hebron;700828;Pare Mariana;0013 0013;Dijous;Dj;Laboral;2015;5;Maig;14;12;Matí;No és causa del  vianant;0;1;0;1;1;4587007,77;429088,04
2015S003063;7;Horta-Guinardó;41;la Vall d'Hebron;700828;Pare Mariana;0013X0013X;Dijous;Dj;Laboral;2015;4;Abril;23;08;Matí;No és causa del  vianant;0;1;0;1;2;4587038,43;428967,93
2015S009455;7;Horta-Guinardó;41;la Vall d'Hebron;700828;Pare Mariana;0013X0013X;Dissabte;Ds;Laboral;2015;12;Desembre;12;18;Tarda;No és causa del  vianant;0;1;0;1;2;4587038,43;428967,93
2015S008634;7;Horta-Guinardó;41;la Vall d'Hebron;700828;Pare Mariana;0014 0014;Dilluns;Dl;Laboral;2015;11;Novembre;16;11;Matí;No és causa del  vianant;0;1;0;1;2;4587111,35;428925,73
2015S007340;7;Horta-Guinardó;41;la Vall d'Hebron;700830;Arquitecte Moragas;0006 0006;Dimecres;Dc;Laboral;2015;9;Setembre;30;21;Tarda;No és causa del  vianant;0;1;0;1;2;4587329,97;428876,27
2015S001547;7;Horta-Guinardó;41;la Vall d'Hebron;700830;Arquitecte Moragas;0006 0006;Divendres;Dv;Laboral;2015;2;Febrer;27;18;Tarda;No és causa del  vianant;0;2;0;2;2;4587329,97;428876,27
2015S009915;7;Horta-Guinardó;41;la Vall d'Hebron;700830;Arquitecte Moragas;0006 0006;Dilluns;Dl;Laboral;2015;12;Desembre;28;18;Tarda;No és causa del  vianant;0;1;0;1;2;4587329,97;428876,27
2015S003995;7;Horta-Guinardó;36;la Font d'en Fargues;121005;Frederic Rahola;0057B0057B;Dissabte;Ds;Laboral;2015;5;Maig;23;19;Tarda;No és causa del  vianant;0;2;0;2;2;4586480,04;430592,17
2015S005359;7;Horta-Guinardó;36;la Font d'en Fargues;358503;Vicent López;0002 0004;Dissabte;Ds;Laboral;2015;7;Juliol;11;07;Matí;No és causa del  vianant;0;0;0;0;2;4586691,84;430744,80
2015S001359;7;Horta-Guinardó;36;la Font d'en Fargues;67205;Carmel;0013 0013;Dissabte;Ds;Laboral;2015;2;Febrer;21;18;Tarda;No és causa del  vianant;0;0;0;0;2;4586522,81;429907,75
2015S004439;7;Horta-Guinardó;36;la Font d'en Fargues;67205;Carmel;0013 0013;Dimarts;Dm;Laboral;2015;6;Juny;9;10;Matí;No és causa del  vianant;0;0;1;1;2;4586522,81;429907,75
2015S000062;7;Horta-Guinardó;36;la Font d'en Fargues;198906;Marquès de Foronda;0031E0031E;Dilluns;Dl;Laboral;2015;1;Gener;5;11;Matí;No és causa del  vianant;0;2;0;2;2;4586516,38;429819,96
2015S000849;7;Horta-Guinardó;43;Horta;154300;Hedilla;0119 0123;Dimarts;Dm;Laboral;2015;2;Febrer;3;16;Tarda;No és causa del  vianant;0;1;0;1;2;4587852,73;429802,87
2015S003516;7;Horta-Guinardó;43;Horta;59900;Canigó;0008 0008;Divendres;Dv;Laboral;2015;5;Maig;8;15;Tarda;No és causa del  vianant;0;2;0;2;1;4587501,90;430142,05
2015S001817;7;Horta-Guinardó;43;Horta;700013;Karl Marx;0001 0001;Dilluns;Dl;Laboral;2015;3;Març;9;19;Tarda;No és causa del  vianant;0;2;1;3;2;4588237,98;430069,40
2015S009832;7;Horta-Guinardó;43;Horta;700651;Estatut de Catalunya;0073X0073X;Divendres;Dv;Laboral;2015;12;Desembre;25;02;Nit;No és causa del  vianant;0;2;0;2;2;4587804,37;429316,35
2015S007409;7;Horta-Guinardó;43;Horta;122303;Feliu i Codina;0044 0044;Dissabte;Ds;Laboral;2015;10;Octubre;3;10;Matí;No és causa del  vianant;0;1;0;1;2;4587464,47;430039,58
2015S007058;7;Horta-Guinardó;43;Horta;321401;Scala Dei;0048 0048;Diumenge;Dg;Laboral;2015;9;Setembre;20;01;Nit;No és causa del  vianant;0;0;0;0;3;4588920,32;429504,86
2015S005537;7;Horta-Guinardó;43;Horta;352507;Vall d'Hebron;0209 0209;Divendres;Dv;Laboral;2015;7;Juliol;17;21;Tarda;No és causa del  vianant;0;1;0;1;2;4588013,18;429406,11
2015S003625;7;Horta-Guinardó;43;Horta;159507;Eivissa;0013 0013;Dimarts;Dm;Laboral;2015;5;Maig;12;11;Matí;No és causa del  vianant;0;1;0;1;2;4587138,40;429958,13
2015S008719;7;Horta-Guinardó;43;Horta;201206;Martí i Alsina;0005 0005;Dimecres;Dc;Laboral;2015;11;Novembre;18;20;Tarda;No és causa del  vianant;0;1;0;1;2;4587247,39;429964,23
2015S003206;7;Horta-Guinardó;43;Horta;294105;Salses;0097 0099;Dimarts;Dm;Laboral;2015;4;Abril;28;10;Matí;No és causa del  vianant;0;0;0;0;1;4587627,48;429553,19
2015S001787;7;Horta-Guinardó;43;Horta;185700;Llobregós;0018 0020;Diumenge;Dg;Laboral;2015;3;Març;8;01;Nit;No és causa del  vianant;0;1;0;1;2;4586776,93;430154,94
2015S001270;7;Horta-Guinardó;43;Horta;97807;Dante Alighieri;0046 0046;Dimarts;Dm;Laboral;2015;2;Febrer;3;18;Tarda;No és causa del  vianant;0;2;0;2;3;4586860,43;429889,91
2015S001427;7;Horta-Guinardó;43;Horta;329505;Tajo;0073 0073;Dimarts;Dm;Laboral;2015;2;Febrer;24;14;Tarda;No és causa del  vianant;0;1;0;1;1;4586990,73;429912,39
2015S006871;7;Horta-Guinardó;43;Horta;342300;Tossa;0007 0009;Dissabte;Ds;Laboral;2015;9;Setembre;12;23;Nit;No és causa del  vianant;0;1;0;1;1;4586885,22;429819,94
2015S004651;7;Horta-Guinardó;34;Can Baró;351107;Vallseca;0030 0030;Dimarts;Dm;Laboral;2015;6;Juny;16;19;Tarda;No és causa del  vianant;0;1;0;1;2;4585392,50;430142,09
2015S002131;7;Horta-Guinardó;43;Horta;316208;Santa Joana d'Arc;0030 0030;Divendres;Dv;Laboral;2015;3;Març;20;21;Tarda;No és causa del  vianant;0;4;0;4;2;4586843,71;429794,01
2015S007658;7;Horta-Guinardó;43;Horta;69572;Can Mateu;0018 0018;Dimarts;Dm;Laboral;2015;10;Octubre;13;02;Nit;No és causa del  vianant;0;0;0;0;4;4586830,43;429988,50
2015S000442;7;Horta-Guinardó;37;el Carmel;185700;Llobregós;0209 0209;Dilluns;Dl;Laboral;2015;1;Gener;19;13;Matí;No és causa del  vianant;0;1;0;1;2;4586193,55;429302,88
2015S008931;7;Horta-Guinardó;34;Can Baró;701105;Budapest;0029 0029;Dimecres;Dc;Laboral;2015;11;Novembre;25;20;Tarda;No és causa del  vianant;0;0;0;0;3;4585661,13;430520,42
2015S001853;7;Horta-Guinardó;37;el Carmel;101201;Doctor Bové;0153 0153;Dimarts;Dm;Laboral;2015;3;Març;10;17;Tarda;No és causa del  vianant;0;0;1;1;1;4585927,99;429852,13
2015S003988;7;Horta-Guinardó;37;el Carmel;-1;Desconegut;Desconegut;Dissabte;Ds;Laboral;2015;5;Maig;23;19;Tarda;No és causa del  vianant;1;1;0;2;1;-1;-1
2015S008669;7;Horta-Guinardó;37;el Carmel;-1;Desconegut;Desconegut;Dimarts;Dm;Laboral;2015;11;Novembre;17;08;Matí;No és causa del  vianant;0;3;0;3;1;-1;-1
2015S003853;7;Horta-Guinardó;37;el Carmel;54702;Calafell;0020 0022;Dilluns;Dl;Laboral;2015;2;Febrer;9;14;Tarda;No és causa del  vianant;0;1;0;1;3;4586433,83;429422,40
2015S008086;7;Horta-Guinardó;37;el Carmel;6801;Alcalde de Zalamea;0032 0032;Dimarts;Dm;Laboral;2015;10;Octubre;27;20;Tarda;No és causa del  vianant;0;1;0;1;1;4586088,86;429623,49
2015S008073;7;Horta-Guinardó;37;el Carmel;23108;Argimon;0021 0021;Dimarts;Dm;Laboral;2015;10;Octubre;27;11;Matí;No és causa del  vianant;0;1;0;1;1;4586822,63;429491,68
2015S009422;7;Horta-Guinardó;37;el Carmel;179901;Lisboa;0000 0000;Divendres;Dv;Laboral;2015;12;Desembre;11;16;Tarda;No és causa del  vianant;0;1;0;1;2;4586779,98;429438,28
2015S007700;7;Horta-Guinardó;37;el Carmel;149300;Granollers;0127 0129;Dimecres;Dc;Laboral;2015;10;Octubre;14;07;Matí;No és causa del  vianant;0;1;0;1;2;4586614,70;429657,79
2015S000228;7;Horta-Guinardó;37;el Carmel;247400;Pastrana;0002 0004;Dilluns;Dl;Laboral;2015;1;Gener;12;11;Matí;No és causa del  vianant;0;1;0;1;1;4586548,78;429560,53
2015S008840;7;Horta-Guinardó;33;el Baix Guinardó;45100;Boné;0008 0008;Dilluns;Dl;Laboral;2015;11;Novembre;23;13;Matí;No és causa del  vianant;0;1;0;1;2;4584984,83;430476,82
2015S008616;7;Horta-Guinardó;33;el Baix Guinardó;45100;Boné;0008 0008;Diumenge;Dg;Laboral;2015;11;Novembre;15;12;Matí;No és causa del  vianant;0;2;0;2;2;4584984,83;430476,82
2015S010007;7;Horta-Guinardó;37;el Carmel;221407;Moratín;0068B0068B;Dijous;Dj;Laboral;2015;12;Desembre;31;19;Tarda;No és causa del  vianant;0;1;0;1;2;4586378,35;429195,71
2015S008133;7;Horta-Guinardó;33;el Baix Guinardó;288703;Rosalía de Castro;0029 0029;Dijous;Dj;Laboral;2015;10;Octubre;29;15;Tarda;No és causa del  vianant;0;1;0;1;2;4584921,76;430839,76
2015S003398;7;Horta-Guinardó;33;el Baix Guinardó;313108;Santa Carolina;0000 0000;Dimarts;Dm;Laboral;2015;5;Maig;5;10;Matí;No és causa del  vianant;0;1;0;1;2;4584979,34;430816,05
2015S005611;7;Horta-Guinardó;33;el Baix Guinardó;184901;Lligalbé;0006 0006;Dimecres;Dc;Laboral;2015;5;Maig;27;09;Matí;No és causa del  vianant;0;0;0;0;2;4585013,92;430548,91
2015S008401;7;Horta-Guinardó;33;el Baix Guinardó;92803;Pere Costa;0022 0022;Dissabte;Ds;Laboral;2015;11;Novembre;7;10;Matí;No és causa del  vianant;0;1;0;1;2;4585221,62;430578,34
2015S007111;7;Horta-Guinardó;33;el Baix Guinardó;92905;Costa;0010I0010I;Dilluns;Dl;Laboral;2015;9;Setembre;21;19;Tarda;No és causa del  vianant;0;2;0;2;2;4584967,43;430962,65
2015S009560;7;Horta-Guinardó;33;el Baix Guinardó;288703;Rosalía de Castro;0054 0054;Dimecres;Dc;Laboral;2015;12;Desembre;16;00;Nit;No és causa del  vianant;0;2;0;2;2;4585028,45;430966,75
2015S007733;7;Horta-Guinardó;33;el Baix Guinardó;288703;Rosalía de Castro;0059 0059;Dijous;Dj;Laboral;2015;10;Octubre;15;08;Matí;No és causa del  vianant;0;1;0;1;2;4585009,22;430929,81
2015S002943;7;Horta-Guinardó;33;el Baix Guinardó;313108;Santa Carolina;0068 0068;Dilluns;Dl;Laboral;2015;4;Abril;20;07;Matí;No és causa del  vianant;0;0;0;0;1;4585061,70;430900,59
2015S005084;7;Horta-Guinardó;35;el Guinardó;364506;Vinyals;0037 0037;Dijous;Dj;Laboral;2015;7;Juliol;2;13;Matí;No és causa del  vianant;0;1;0;1;1;4585925,64;431149,09
2015S007179;7;Horta-Guinardó;35;el Guinardó;111103;Ercilla;0073 0073;Dijous;Dj;Laboral;2015;9;Setembre;24;00;Nit;No és causa del  vianant;0;1;0;1;2;4586099,93;430774,45
2015S007785;7;Horta-Guinardó;35;el Guinardó;112106;Escornalbou;0021A0021A;Divendres;Dv;Laboral;2015;10;Octubre;16;19;Tarda;No és causa del  vianant;0;1;0;1;2;4585625,74;431468,58
2015S004320;7;Horta-Guinardó;33;el Baix Guinardó;169704;Josep Ciurana;0002 0002;Dijous;Dj;Laboral;2015;6;Juny;4;23;Nit;No és causa del  vianant;0;2;0;2;2;4585246,60;430506,63
2015S008337;7;Horta-Guinardó;33;el Baix Guinardó;169704;Josep Ciurana;0006 0006;Dijous;Dj;Laboral;2015;11;Novembre;5;15;Tarda;No és causa del  vianant;0;1;0;1;2;4585246,60;430506,63
2015S008221;7;Horta-Guinardó;35;el Guinardó;185507;Llobet i Vall-llosera;0001 0001;Diumenge;Dg;Laboral;2015;11;Novembre;1;21;Tarda;No és causa del  vianant;0;1;0;1;2;4586072,50;431032,80
2015S009515;7;Horta-Guinardó;35;el Guinardó;293601;Sales i Ferré;0032 0032;Dilluns;Dl;Laboral;2015;12;Desembre;14;17;Tarda;No és causa del  vianant;0;1;0;1;1;4585914,47;430955,31
2015S003981;7;Horta-Guinardó;35;el Guinardó;121901;Feliu;0011 0013;Dissabte;Ds;Laboral;2015;5;Maig;23;13;Matí;No és causa del  vianant;0;1;0;1;1;4585678,10;431131,82
2015S004273;7;Horta-Guinardó;35;el Guinardó;42500;Bisbal;0019 0019;Dimecres;Dc;Laboral;2015;6;Juny;3;20;Tarda;No és causa del  vianant;0;1;0;1;2;4585698,80;430996,95
2015S003602;7;Horta-Guinardó;35;el Guinardó;152905;Guinardó;0083 0083;Dilluns;Dl;Laboral;2015;5;Maig;11;19;Tarda;No és causa del  vianant;0;1;0;1;2;4585297,97;430824,65
2015S009451;7;Horta-Guinardó;35;el Guinardó;185303;Llívia;0040 0040;Dissabte;Ds;Laboral;2015;12;Desembre;12;13;Matí;No és causa del  vianant;0;1;0;1;1;4585870,27;431379,12
2015S006820;7;Horta-Guinardó;35;el Guinardó;141807;Garrotxa;0044 0044;Dijous;Dj;Laboral;2015;9;Setembre;10;11;Matí;No és causa del  vianant;0;1;0;1;1;4585842,68;431544,25
2015S005554;7;Horta-Guinardó;35;el Guinardó;207600;Melis;0002 0020;Dissabte;Ds;Laboral;2015;7;Juliol;18;14;Tarda;No és causa del  vianant;0;0;0;0;2;4585496,68;430869,22
2015S005921;7;Horta-Guinardó;35;el Guinardó;309100;Sant Pere;0014 0014;Dissabte;Ds;Laboral;2015;8;Agost;1;13;Matí;No és causa del  vianant;0;1;0;1;2;4586082,78;431523,49
2015S003771;8;Nou Barris;54;Torre Baró;129700;Font d'en Magués;0023 0023;Divendres;Dv;Laboral;2015;5;Maig;15;23;Nit;No és causa del  vianant;0;1;0;1;1;4589907,07;431439,31
2015S007879;7;Horta-Guinardó;35;el Guinardó;363605;Villar;0002 0002;Dimarts;Dm;Laboral;2015;10;Octubre;20;13;Matí;No és causa del  vianant;0;1;0;1;1;4585522,11;431571,20
2015S008692;7;Horta-Guinardó;35;el Guinardó;354502;Varsòvia;0053 0053;Dimecres;Dc;Laboral;2015;11;Novembre;18;07;Matí;No és causa del  vianant;0;1;0;1;2;4586130,59;431173,47
2015S008461;8;Nou Barris;56;Vallbona;269902;Puig de Jorba;0038 0038;Dilluns;Dl;Laboral;2015;11;Novembre;9;23;Nit;No és causa del  vianant;0;0;0;0;2;4591123,32;431698,07
2015S009800;8;Nou Barris;49;Canyelles;120807;Favència;0077 0079;Dimecres;Dc;Laboral;2015;12;Desembre;23;18;Tarda;Altres;0;1;0;1;1;4588507,04;430740,10
2015S006540;8;Nou Barris;56;Vallbona;281409;Ribes;0140I0140I;Diumenge;Dg;Laboral;2015;8;Agost;30;12;Matí;No és causa del  vianant;0;1;0;1;3;4590378,11;432204,00
2015S002167;8;Nou Barris;55;Ciutat Meridiana;92950;Costabona;0043 0043;Dissabte;Ds;Laboral;2015;3;Març;21;21;Tarda;No és causa del  vianant;0;0;0;0;1;4590691,09;431517,77
2015S001039;8;Nou Barris;56;Vallbona;341001;Torre Vella;0033 0033;Dilluns;Dl;Laboral;2015;2;Febrer;9;19;Tarda;No és causa del  vianant;0;0;1;1;1;4590689,37;432047,00
2015S009260;8;Nou Barris;49;Canyelles;18254;Antonio Machado;0013 0013;Dissabte;Ds;Laboral;2015;12;Desembre;5;14;Tarda;Altres;0;1;0;1;1;4588394,75;430260,37
2015S009990;8;Nou Barris;49;Canyelles;120807;Favència;0037 0037;Dijous;Dj;Laboral;2015;12;Desembre;31;08;Matí;No és causa del  vianant;0;6;0;6;4;4588304,45;430299,34
2015S001548;8;Nou Barris;49;Canyelles;120851;Federico García Lorca;0001 0001;Divendres;Dv;Laboral;2015;2;Febrer;27;20;Tarda;No és causa del  vianant;0;2;0;2;2;4588338,08;430308,53
2015S005545;8;Nou Barris;56;Vallbona;109804;Alzinar;0026U0026U;Dissabte;Ds;Laboral;2015;7;Juliol;18;04;Nit;No és causa del  vianant;0;1;0;1;1;4590623,10;431885,06
2015S007382;8;Nou Barris;50;les Roquetes;12305;Alta de les Roquetes;0242 0242;Divendres;Dv;Laboral;2015;10;Octubre;2;13;Matí;No és causa del  vianant;0;3;0;3;2;4589134,97;430822,69
2015S009161;8;Nou Barris;50;les Roquetes;259002;Pla dels Cirerers;0012 0012;Dimecres;Dc;Laboral;2015;12;Desembre;2;16;Tarda;No és causa del  vianant;0;0;0;0;2;4588977,13;431474,22
2015S001179;8;Nou Barris;50;les Roquetes;359700;Vidal i Guasch;0029I0029I;Dilluns;Dl;Laboral;2015;2;Febrer;16;13;Matí;No és causa del  vianant;0;1;0;1;3;4588798,39;431155,68
2015S003186;8;Nou Barris;49;Canyelles;153158;Guineueta Vella;0073 0073;Dilluns;Dl;Laboral;2015;4;Abril;27;19;Tarda;No és causa del  vianant;0;4;0;4;3;4588654,25;430682,90
2015S007971;8;Nou Barris;50;les Roquetes;359700;Vidal i Guasch;0030 0030;Divendres;Dv;Laboral;2015;10;Octubre;23;12;Matí;No és causa del  vianant;0;0;0;0;4;4588852,96;431126,74
2015S003237;8;Nou Barris;53;la Trinitat Nova;119706;Fenals;0010 0010;Dimecres;Dc;Laboral;2015;4;Abril;29;07;Matí;No és causa del  vianant;0;1;0;1;2;4588923,36;431744,07
2015S009899;8;Nou Barris;53;la Trinitat Nova;120807;Favència;0299 0299;Dilluns;Dl;Laboral;2015;12;Desembre;28;11;Matí;No és causa del  vianant;0;1;0;1;1;4588884,65;431883,13
2015S005716;8;Nou Barris;53;la Trinitat Nova;120807;Favència;0329X0329X;Divendres;Dv;Laboral;2015;7;Juliol;24;14;Tarda;No és causa del  vianant;0;1;0;1;3;4588891,46;431948,74
2015S000157;8;Nou Barris;53;la Trinitat Nova;132205;Fosca;0004 0004;Dijous;Dj;Laboral;2015;1;Gener;8;18;Tarda;No és causa del  vianant;0;1;0;1;2;4588994,66;432001,06
2015S007217;8;Nou Barris;53;la Trinitat Nova;132205;Fosca;0004B0004B;Divendres;Dv;Laboral;2015;9;Setembre;25;21;Tarda;No és causa del  vianant;0;1;0;1;2;4589000,20;431988,31
2015S009258;8;Nou Barris;53;la Trinitat Nova;241200;Palamós;0033 0033;Dissabte;Ds;Laboral;2015;12;Desembre;5;10;Matí;No és causa del  vianant;0;2;0;2;2;4588942,71;431941,61
2015S004800;8;Nou Barris;50;les Roquetes;341409;Torres;0021 0023;Diumenge;Dg;Laboral;2015;6;Juny;21;16;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;4588903,97;431386,89
2015S006055;8;Nou Barris;53;la Trinitat Nova;241200;Palamós;0040 0040;Divendres;Dv;Laboral;2015;8;Agost;7;09;Matí;No és causa del  vianant;0;1;0;1;1;4589008,76;432046,04
2015S004213;8;Nou Barris;53;la Trinitat Nova;701502;B-20 (Besòs);001530000;Dilluns;Dl;Laboral;2015;6;Juny;1;17;Tarda;No és causa del  vianant;0;1;0;1;2;4588887,20;432017,87
2015S009442;8;Nou Barris;53;la Trinitat Nova;96101;Las Chafarinas;0015 0015;Divendres;Dv;Laboral;2015;12;Desembre;11;21;Tarda;No és causa del  vianant;0;0;0;0;1;4589012,38;431872,90
2015S002607;8;Nou Barris;50;les Roquetes;700450;Joaquim Puig i Pidemunt;0003 0003;Dimecres;Dc;Laboral;2015;4;Abril;8;18;Tarda;No és causa del  vianant;0;3;0;3;4;4588643,63;431048,21
2015S003530;8;Nou Barris;53;la Trinitat Nova;4409;Aiguablava;0034X0034X;Divendres;Dv;Laboral;2015;5;Maig;8;20;Tarda;No és causa del  vianant;0;1;0;1;2;4589136,98;431835,74
2015S005649;8;Nou Barris;51;Verdun;239708;Pare Rodés;0049 0049;Dimecres;Dc;Laboral;2015;7;Juliol;22;11;Matí;No és causa del  vianant;0;1;0;1;2;4588276,31;431272,53
2015S001258;8;Nou Barris;48;la Guineueta;138303;Gasela;0122 0122;Dimecres;Dc;Laboral;2015;2;Febrer;18;21;Tarda;No és causa del  vianant;0;1;0;1;2;4588292,57;430606,29
2015S007675;8;Nou Barris;48;la Guineueta;153001;Guineueta;0015 0015;Dimarts;Dm;Laboral;2015;10;Octubre;13;16;Tarda;No és causa del  vianant;0;0;0;0;1;4588160,58;430417,86
2015S000158;8;Nou Barris;51;Verdun;173100;Joan Riera;0010 0016;Dijous;Dj;Laboral;2015;1;Gener;8;20;Tarda;No és causa del  vianant;0;1;0;1;2;4588343,55;431117,65
2015S002393;8;Nou Barris;52;la Prosperitat;229409;Nou Pins;0046 0046;Diumenge;Dg;Laboral;2015;3;Març;29;09;Matí;No és causa del  vianant;0;1;0;1;2;4588490,13;431789,84
2015S005794;8;Nou Barris;52;la Prosperitat;131600;Formentera;0027 0031;Dilluns;Dl;Laboral;2015;7;Juliol;27;20;Tarda;No és causa del  vianant;0;2;0;2;1;4588555,87;431983,39
2015S005046;8;Nou Barris;52;la Prosperitat;23709;Arítjols;0086 0086;Dimarts;Dm;Laboral;2015;6;Juny;30;19;Tarda;No és causa del  vianant;0;1;0;1;2;4588572,69;431899,78
2015S000200;8;Nou Barris;52;la Prosperitat;131600;Formentera;0002 0002;Dissabte;Ds;Laboral;2015;1;Gener;10;15;Tarda;No és causa del  vianant;0;4;0;4;2;4588452,19;431961,74
2015S005636;8;Nou Barris;44;Vilapicina i la Torre Llobeta;35005;Baró d'Esponellà;0007 0007;Dimarts;Dm;Laboral;2015;7;Juliol;21;22;Nit;No és causa del  vianant;0;1;0;1;2;4586954,16;431021,81
2015S001451;8;Nou Barris;44;Vilapicina i la Torre Llobeta;121402;Felip II;0258 0258;Dimecres;Dc;Laboral;2015;2;Febrer;25;09;Matí;No és causa del  vianant;0;1;0;1;1;4586924,58;431227,36
2015S003310;8;Nou Barris;45;Porta;190700;Malgrat;0077 0077;Dijous;Dj;Laboral;2015;4;Abril;30;17;Tarda;No és causa del  vianant;0;0;0;0;2;4587168,27;431568,86
2015S007783;8;Nou Barris;44;Vilapicina i la Torre Llobeta;315409;Santa Eulàlia;0019 0019;Divendres;Dv;Laboral;2015;10;Octubre;16;18;Tarda;No és causa del  vianant;0;1;0;1;2;4586789,80;431758,87
2015S001965;8;Nou Barris;44;Vilapicina i la Torre Llobeta;355709;Vèlia;0008 0010;Dissabte;Ds;Laboral;2015;3;Març;14;19;Tarda;No és causa del  vianant;0;0;0;0;1;4586795,74;431652,27
2015S004612;8;Nou Barris;44;Vilapicina i la Torre Llobeta;111704;Escòcia;0006 0006;Dilluns;Dl;Laboral;2015;6;Juny;15;12;Matí;No és causa del  vianant;0;1;0;1;2;4586880,53;431871,20
2015S001725;8;Nou Barris;44;Vilapicina i la Torre Llobeta;170907;Jota;0006 0006;Divendres;Dv;Laboral;2015;3;Març;6;08;Matí;No és causa del  vianant;0;2;0;2;1;4586958,18;431843,22
2015S005030;8;Nou Barris;44;Vilapicina i la Torre Llobeta;170907;Jota;0011 0011;Dimarts;Dm;Laboral;2015;6;Juny;30;11;Matí;No és causa del  vianant;0;1;0;1;2;4586945,97;431845,93
2015S005890;8;Nou Barris;44;Vilapicina i la Torre Llobeta;170907;Jota;0018 0018;Divendres;Dv;Laboral;2015;7;Juliol;31;11;Matí;No és causa del  vianant;0;1;0;1;1;4586959,05;431810,07
2015S004823;8;Nou Barris;44;Vilapicina i la Torre Llobeta;99303;Desfar;0030 0030;Dilluns;Dl;Laboral;2015;6;Juny;22;12;Matí;No és causa del  vianant;0;1;0;1;2;4587028,59;431283,38
2015S004590;8;Nou Barris;45;Porta;241903;Ciutat de Mallorca;0014 0014;Diumenge;Dg;Laboral;2015;6;Juny;14;12;Matí;No és causa del  vianant;0;1;0;1;2;4587377,71;431532,63
2015S009796;8;Nou Barris;45;Porta;13002;Alloza;0018 0020;Dimecres;Dc;Laboral;2015;12;Desembre;23;16;Tarda;No és causa del  vianant;0;2;0;2;3;4587232,14;431220,83
2015S005864;8;Nou Barris;45;Porta;282650;Rio de Janeiro;0029 0029;Dijous;Dj;Laboral;2015;7;Juliol;30;10;Matí;No és causa del  vianant;0;1;0;1;2;4587339,87;431591,30
2015S000345;8;Nou Barris;45;Porta;282650;Rio de Janeiro;0068 0072;Divendres;Dv;Laboral;2015;1;Gener;16;10;Matí;No és causa del  vianant;0;1;0;1;2;4587848,84;431650,86
