,NUMERO EXPEDIENTE,TIPO ACCIDENTE
78442,2018S006543    ,Atropellament
78443,2018S006544    ,Xoc contra element estàtic
78444,2018S006545    ,Atropellament
78445,2018S006546    ,Abast
78446,2018S006547    ,Col.lisió fronto-lateral
78447,2018S006548    ,Abast
78448,2018S006549    ,Col.lisió lateral
78449,2018S006550    ,Col.lisió fronto-lateral
78450,2018S006551    ,Atropellament
78451,2018S006552    ,Caiguda interior vehicle
78452,2018S006553    ,Col.lisió lateral
78453,2018S006554    ,Col.lisió lateral
78454,2018S006554    ,Xoc contra element estàtic
78455,2018S006555    ,Atropellament
78456,2018S006556    ,Altres
78457,2018S006557    ,Col.lisió lateral
78458,2018S006558    ,Caiguda (dues rodes)
78459,2018S006559    ,Caiguda interior vehicle
78460,2018S006560    ,Abast
78461,2018S006561    ,Caiguda interior vehicle
78462,2018S006562    ,Abast
78463,2018S006563    ,Col.lisió lateral
78464,2018S006564    ,Col.lisió fronto-lateral
78465,2018S006565    ,Abast
78466,2018S006566    ,Atropellament
78467,2018S006567    ,Abast multiple
78468,2018S006568    ,Xoc contra element estàtic
78469,2018S006569    ,Abast
78470,2018S006570    ,Altres
78471,2018S006571    ,Abast
78472,2018S006572    ,Col.lisió fronto-lateral
78473,2018S006573    ,Xoc contra element estàtic
78474,2018S006574    ,Abast
78475,2018S006575    ,Abast
78476,2018S006576    ,Col.lisió lateral
78477,2018S006577    ,Col.lisió lateral
78478,2018S006578    ,Xoc contra element estàtic
78479,2018S006579    ,Col.lisió fronto-lateral
78480,2018S006580    ,Col.lisió fronto-lateral
78481,2018S006581    ,Abast
78482,2018S006582    ,Col.lisió fronto-lateral
78483,2018S006583    ,Col.lisió lateral
78484,2018S006584    ,Col.lisió frontal
78485,2018S006585    ,Xoc contra element estàtic
78486,2018S006586    ,Abast
78487,2018S006587    ,Atropellament
78488,2018S006588    ,Col.lisió fronto-lateral
78489,2018S006589    ,Atropellament
78490,2018S006590    ,Atropellament
78491,2018S006591    ,Xoc contra element estàtic
78492,2018S006592    ,Col.lisió fronto-lateral
78493,2018S006593    ,Altres
78494,2018S006593    ,Caiguda (dues rodes)
78495,2018S006594    ,Caiguda (dues rodes)
78496,2018S006595    ,Col.lisió lateral
78497,2018S006596    ,Caiguda (dues rodes)
78498,2018S006597    ,Caiguda (dues rodes)
78499,2018S006598    ,Col.lisió lateral
78500,2018S006599    ,Abast
78501,2018S006600    ,Caiguda (dues rodes)
78502,2018S006601    ,Caiguda (dues rodes)
78503,2018S006602    ,Abast multiple
78504,2018S006603    ,Col.lisió lateral
78505,2018S006604    ,Col.lisió fronto-lateral
78506,2018S006605    ,Atropellament
78507,2018S006606    ,Abast
78508,2018S006607    ,Altres
78509,2018S006608    ,Col.lisió fronto-lateral
78510,2018S006609    ,Xoc contra element estàtic
78511,2018S006610    ,Caiguda (dues rodes)
78512,2018S006611    ,Col.lisió lateral
78513,2018S006612    ,Col.lisió lateral
78514,2018S006613    ,Abast
78515,2018S006614    ,Caiguda (dues rodes)
78516,2018S006615    ,Col.lisió fronto-lateral
78517,2018S006616    ,Col.lisió fronto-lateral
78518,2018S006617    ,Col.lisió fronto-lateral
78519,2018S006618    ,Col.lisió lateral
78520,2018S006619    ,Xoc contra element estàtic
78521,2018S006620    ,Col.lisió fronto-lateral
78522,2018S006621    ,Abast
78523,2018S006622    ,Abast
78524,2018S006623    ,Caiguda (dues rodes)
78525,2018S006624    ,Col.lisió lateral
78526,2018S006625    ,Abast
78527,2018S006626    ,Abast
78528,2018S006627    ,Atropellament
78529,2018S006628    ,Col.lisió lateral
78530,2018S006629    ,Caiguda (dues rodes)
78531,2018S006630    ,Caiguda (dues rodes)
78532,2018S006630    ,Col.lisió lateral
78533,2018S006631    ,Abast multiple
78534,2018S006632    ,Atropellament
78535,2018S006633    ,Abast
78536,2018S006634    ,Col.lisió fronto-lateral
78537,2018S006635    ,Caiguda interior vehicle
78538,2018S006636    ,Xoc contra element estàtic
78539,2018S006637    ,Col.lisió lateral
78540,2018S006638    ,Col.lisió lateral
78541,2018S006639    ,Abast
78542,2018S006640    ,Col.lisió lateral
78543,2018S006641    ,Abast multiple
78544,2018S006642    ,Col.lisió fronto-lateral
78545,2018S006643    ,Col.lisió frontal
78546,2018S006644    ,Col.lisió lateral
78547,2018S006645    ,Xoc contra element estàtic
78548,2018S006646    ,Col.lisió lateral
78549,2018S006647    ,Col.lisió lateral
78550,2018S006647    ,Xoc contra element estàtic
78551,2018S006648    ,Col.lisió lateral
78552,2018S006649    ,Col.lisió lateral
78553,2018S006650    ,Abast multiple
78554,2018S006651    ,Col.lisió lateral
78555,2018S006652    ,Col.lisió lateral
78556,2018S006653    ,Col.lisió fronto-lateral
78557,2018S006654    ,Xoc contra element estàtic
78558,2018S006655    ,Col.lisió lateral
78559,2018S006656    ,Abast
78560,2018S006657    ,Col.lisió lateral
78561,2018S006658    ,Atropellament
78562,2018S006659    ,Caiguda interior vehicle
78563,2018S006660    ,Atropellament
78564,2018S006661    ,Caiguda interior vehicle
78565,2018S006662    ,Abast
78566,2018S006663    ,Col.lisió lateral
78567,2018S006664    ,Col.lisió lateral
78568,2018S006665    ,Col.lisió lateral
78569,2018S006666    ,Atropellament
78570,2018S006667    ,Atropellament
78571,2018S006668    ,Abast
78572,2018S006669    ,Caiguda interior vehicle
78573,2018S006670    ,Col.lisió fronto-lateral
78574,2018S006671    ,Atropellament
78575,2018S006672    ,Col.lisió lateral
78576,2018S006673    ,Caiguda (dues rodes)
78577,2018S006674    ,Col.lisió fronto-lateral
78578,2018S006675    ,Abast
78579,2018S006676    ,Col.lisió fronto-lateral
78580,2018S006677    ,Abast
78581,2018S006677    ,Col.lisió lateral
78582,2018S006678    ,Col.lisió lateral
78583,2018S006679    ,Abast
78584,2018S006680    ,Col.lisió fronto-lateral
78585,2018S006681    ,Col.lisió fronto-lateral
78586,2018S006682    ,Col.lisió lateral
78587,2018S006683    ,Col.lisió fronto-lateral
78588,2018S006684    ,Caiguda interior vehicle
78589,2018S006685    ,Col.lisió fronto-lateral
78590,2018S006686    ,Abast
78591,2018S006687    ,Atropellament
78592,2018S006688    ,Atropellament
78593,2018S006689    ,Col.lisió fronto-lateral
78594,2018S006690    ,Col.lisió lateral
78595,2018S006691    ,Atropellament
78596,2018S006692    ,Col.lisió lateral
78597,2018S006693    ,Abast
78598,2018S006694    ,Atropellament
78599,2018S006695    ,Atropellament
78600,2018S006696    ,Abast
78601,2018S006697    ,Col.lisió lateral
78602,2018S006698    ,Caiguda (dues rodes)
78603,2018S006699    ,Xoc contra element estàtic
78604,2018S006700    ,Col.lisió fronto-lateral
78605,2018S006701    ,Col.lisió lateral
78606,2018S006701    ,Col.lisió fronto-lateral
78607,2018S006702    ,Col.lisió fronto-lateral
78608,2018S006703    ,Caiguda (dues rodes)
78609,2018S006704    ,Col.lisió fronto-lateral
78610,2018S006705    ,Abast
78611,2018S006706    ,Col.lisió lateral
78612,2018S006707    ,Col.lisió lateral
78613,2018S006708    ,Altres
78614,2018S006709    ,Atropellament
78615,2018S006710    ,Abast
78616,2018S006711    ,Caiguda (dues rodes)
78617,2018S006712    ,Col.lisió lateral
78618,2018S006713    ,Col.lisió lateral
78619,2018S006714    ,Col.lisió fronto-lateral
78620,2018S006715    ,Col.lisió fronto-lateral
78621,2018S006716    ,Xoc contra element estàtic
78622,2018S006717    ,Abast multiple
78623,2018S006718    ,Caiguda (dues rodes)
78624,2018S006719    ,Caiguda (dues rodes)
78625,2018S006720    ,Col.lisió lateral
78626,2018S006721    ,Col.lisió lateral
78627,2018S006722    ,Col.lisió fronto-lateral
78628,2018S006723    ,Col.lisió fronto-lateral
78629,2018S006724    ,Abast
78630,2018S006725    ,Caiguda (dues rodes)
78631,2018S006726    ,Abast
78632,2018S006727    ,Abast
78633,2018S006728    ,Abast
78634,2018S006729    ,Atropellament
78635,2018S006730    ,Col.lisió lateral
78636,2018S006731    ,Col.lisió lateral
78637,2018S006732    ,Col.lisió lateral
78638,2018S006733    ,Col.lisió lateral
78639,2018S006734    ,Atropellament
78640,2018S006735    ,Xoc contra element estàtic
78641,2018S006736    ,Col.lisió lateral
78642,2018S006737    ,Atropellament
78643,2018S006738    ,Caiguda (dues rodes)
78644,2018S006739    ,Abast
78645,2018S006740    ,Caiguda interior vehicle
78646,2018S006741    ,Caiguda (dues rodes)
78647,2018S006742    ,Col.lisió fronto-lateral
78648,2018S006743    ,Col.lisió lateral
78649,2018S006744    ,Col.lisió lateral
78650,2018S006745    ,Atropellament
78651,2018S006746    ,Abast multiple
78652,2018S006747    ,Atropellament
78653,2018S006748    ,Col.lisió lateral
78654,2018S006749    ,Col.lisió fronto-lateral
78655,2018S006750    ,Xoc contra element estàtic
78656,2018S006751    ,Abast
78657,2018S006752    ,Caiguda (dues rodes)
78658,2018S006753    ,Atropellament
78659,2018S006754    ,Abast
78660,2018S006755    ,Col.lisió lateral
78661,2018S006756    ,Col.lisió fronto-lateral
78662,2018S006757    ,Col.lisió lateral
78663,2018S006758    ,Col.lisió lateral
78664,2018S006759    ,Abast
78665,2018S006760    ,Col.lisió lateral
78666,2018S006761    ,Abast
78667,2018S006762    ,Caiguda (dues rodes)
78668,2018S006763    ,Col.lisió lateral
78669,2018S006764    ,Xoc contra element estàtic
78670,2018S006765    ,Col.lisió lateral
78671,2018S006766    ,Col.lisió lateral
78672,2018S006767    ,Caiguda (dues rodes)
78673,2018S006767    ,Atropellament
78674,2018S006768    ,Abast
78675,2018S006769    ,Col.lisió lateral
78676,2018S006770    ,Col.lisió fronto-lateral
78677,2018S006771    ,Col.lisió lateral
78678,2018S006772    ,Caiguda (dues rodes)
78679,2018S006773    ,Atropellament
78680,2018S006774    ,Abast
78681,2018S006774    ,Caiguda (dues rodes)
78682,2018S006775    ,Col.lisió lateral
78683,2018S006776    ,Atropellament
78684,2018S006777    ,Abast multiple
78685,2018S006778    ,Abast
78686,2018S006779    ,Col.lisió lateral
78687,2018S006780    ,Caiguda interior vehicle
78688,2018S006780    ,Caiguda (dues rodes)
78689,2018S006781    ,Caiguda interior vehicle
78690,2018S006782    ,Col.lisió frontal
78691,2018S006783    ,Abast
78692,2018S006784    ,Col.lisió fronto-lateral
78693,2018S006785    ,Col.lisió frontal
78694,2018S006786    ,Abast
78695,2018S006787    ,Col.lisió fronto-lateral
78696,2018S006788    ,Altres
78697,2018S006789    ,Col.lisió lateral
78698,2018S006790    ,Col.lisió fronto-lateral
78699,2018S006791    ,Col.lisió lateral
78700,2018S006792    ,Col.lisió fronto-lateral
78701,2018S006793    ,Col.lisió lateral
78702,2018S006794    ,Col.lisió fronto-lateral
78703,2018S006795    ,Altres
78704,2018S006796    ,Col.lisió lateral
78705,2018S006797    ,Col.lisió lateral
78706,2018S006798    ,Sortida de via amb xoc o col.lisió
78707,2018S006798    ,Xoc contra element estàtic
78708,2018S006799    ,Abast
78709,2018S006800    ,Col.lisió lateral
78710,2018S006801    ,Col.lisió fronto-lateral
78711,2018S006802    ,Col.lisió lateral
78712,2018S006803    ,Atropellament
78713,2018S006804    ,Col.lisió fronto-lateral
78714,2018S006805    ,Abast
78715,2018S006806    ,Col.lisió frontal
78716,2018S006807    ,Xoc contra element estàtic
78717,2018S006808    ,Abast
78718,2018S006809    ,Abast
78719,2018S006810    ,Xoc contra element estàtic
78720,2018S006811    ,Xoc contra element estàtic
78721,2018S006811    ,Caiguda interior vehicle
78722,2018S006811    ,Caiguda (dues rodes)
78723,2018S006812    ,Abast multiple
78724,2018S006813    ,Col.lisió lateral
78725,2018S006813    ,Abast
78726,2018S006814    ,Col.lisió fronto-lateral
78727,2018S006815    ,Col.lisió fronto-lateral
78728,2018S006816    ,Atropellament
78729,2018S006817    ,Abast
78730,2018S006818    ,Col.lisió lateral
78731,2018S006819    ,Caiguda (dues rodes)
78732,2018S006820    ,Col.lisió lateral
78733,2018S006821    ,Col.lisió lateral
78734,2018S006822    ,Caiguda interior vehicle
78735,2018S006823    ,Abast
78736,2018S006824    ,Caiguda interior vehicle
78737,2018S006825    ,Caiguda (dues rodes)
78738,2018S006826    ,Col.lisió lateral
78739,2018S006827    ,Abast
78740,2018S006828    ,Abast
78741,2018S006829    ,Abast
78742,2018S006830    ,Atropellament
78743,2018S006831    ,Col.lisió lateral
78744,2018S006832    ,Abast
78745,2018S006833    ,Atropellament
78746,2018S006834    ,Col.lisió fronto-lateral
78747,2018S006835    ,Abast
78748,2018S006836    ,Abast
78749,2018S006837    ,Col.lisió fronto-lateral
78750,2018S006838    ,Col.lisió fronto-lateral
78751,2018S006839    ,Col.lisió lateral
78752,2018S006840    ,Abast
78753,2018S006841    ,Abast
78754,2018S006842    ,Abast
78755,2018S006843    ,Altres
78756,2018S006844    ,Abast
78757,2018S006845    ,Atropellament
78758,2018S006846    ,Col.lisió fronto-lateral
78759,2018S006847    ,Col.lisió lateral
78760,2018S006848    ,Col.lisió lateral
78761,2018S006849    ,Atropellament
78762,2018S006850    ,Col.lisió lateral
78763,2018S006851    ,Atropellament
78764,2018S006852    ,Col.lisió lateral
78765,2018S006853    ,Atropellament
78766,2018S006854    ,Col.lisió lateral
78767,2018S006855    ,Atropellament
78768,2018S006856    ,Abast
78769,2018S006857    ,Col.lisió lateral
78770,2018S006858    ,Col.lisió lateral
78771,2018S006859    ,Col.lisió lateral
78772,2018S006860    ,Abast
78773,2018S006861    ,Col.lisió fronto-lateral
78774,2018S006862    ,Caiguda (dues rodes)
78775,2018S006863    ,Col.lisió lateral
78776,2018S006864    ,Abast
78777,2018S006865    ,Col.lisió lateral
78778,2018S006866    ,Col.lisió fronto-lateral
78779,2018S006867    ,Abast
78780,2018S006868    ,Col.lisió fronto-lateral
78781,2018S006869    ,Atropellament
78782,2018S006870    ,Col.lisió lateral
78783,2018S006871    ,Col.lisió lateral
78784,2018S006872    ,Col.lisió lateral
78785,2018S006873    ,Abast
78786,2018S006874    ,Caiguda interior vehicle
78787,2018S006875    ,Abast
78788,2018S006876    ,Col.lisió lateral
78789,2018S006877    ,Abast multiple
78790,2018S006878    ,Xoc contra element estàtic
78791,2018S006879    ,Caiguda interior vehicle
78792,2018S006880    ,Abast multiple
78793,2018S006881    ,Caiguda interior vehicle
78794,2018S006882    ,Atropellament
78795,2018S006883    ,Col.lisió lateral
78796,2018S006884    ,Xoc contra element estàtic
78797,2018S006885    ,Altres
78798,2018S006886    ,Abast
78799,2018S006887    ,Col.lisió frontal
78800,2018S006888    ,Col.lisió fronto-lateral
78801,2018S006889    ,Col.lisió fronto-lateral
78802,2018S006890    ,Col.lisió frontal
78803,2018S006891    ,Caiguda (dues rodes)
78804,2018S006892    ,Caiguda (dues rodes)
78805,2018S006893    ,Col.lisió lateral
78806,2018S006894    ,Col.lisió fronto-lateral
78807,2018S006895    ,Col.lisió lateral
78808,2018S006896    ,Col.lisió fronto-lateral
78809,2018S006896    ,Altres
78810,2018S006897    ,Caiguda interior vehicle
78811,2018S006898    ,Caiguda interior vehicle
78812,2018S006899    ,Xoc contra element estàtic
78813,2018S006900    ,Caiguda (dues rodes)
78814,2018S006901    ,Abast
78815,2018S006902    ,Col.lisió lateral
78816,2018S006903    ,Abast multiple
78817,2018S006904    ,Abast
78818,2018S006905    ,Atropellament
78819,2018S006906    ,Col.lisió lateral
78820,2018S006907    ,Col.lisió fronto-lateral
78821,2018S006908    ,Atropellament
78822,2018S006909    ,Atropellament
78823,2018S006910    ,Encalç
78824,2018S006911    ,Atropellament
78825,2018S006912    ,Col.lisió lateral
78826,2018S006913    ,Abast
78827,2018S006914    ,Col.lisió fronto-lateral
78828,2018S006915    ,Col.lisió lateral
78829,2018S006916    ,Col.lisió fronto-lateral
78830,2018S006917    ,Col.lisió frontal
78831,2018S006918    ,Col.lisió lateral
78832,2018S006919    ,Abast multiple
78833,2018S006920    ,Atropellament
78834,2018S006920    ,Caiguda (dues rodes)
78835,2018S006921    ,Atropellament
78836,2018S006922    ,Xoc contra element estàtic
78837,2018S006923    ,Abast
78838,2018S006924    ,Col.lisió lateral
78839,2018S006925    ,Col.lisió fronto-lateral
78840,2018S006926    ,Col.lisió lateral
78841,2018S006927    ,Xoc contra element estàtic
78842,2018S006928    ,Col.lisió fronto-lateral
78843,2018S006929    ,Col.lisió lateral
78844,2018S006930    ,Xoc contra element estàtic
78845,2018S006931    ,Xoc contra element estàtic
78846,2018S006932    ,Caiguda interior vehicle
78847,2018S006933    ,Abast
78848,2018S006934    ,Col.lisió lateral
78849,2018S006935    ,Xoc contra element estàtic
78850,2018S006936    ,Atropellament
78851,2018S006937    ,Abast
78852,2018S006938    ,Abast multiple
78853,2018S006939    ,Altres
78854,2018S006940    ,Xoc contra element estàtic
78855,2018S006941    ,Atropellament
78856,2018S006942    ,Col.lisió frontal
78857,2018S006943    ,Atropellament
78858,2018S006944    ,Col.lisió fronto-lateral
78859,2018S006945    ,Col.lisió lateral
78860,2018S006946    ,Abast multiple
78861,2018S006947    ,Col.lisió frontal
78862,2018S006948    ,Abast
78863,2018S006949    ,Abast multiple
78864,2018S006950    ,Atropellament
78865,2018S006951    ,Col.lisió fronto-lateral
78866,2018S006952    ,Abast
78867,2018S006953    ,Col.lisió lateral
78868,2018S006954    ,Abast
78869,2018S006955    ,Col.lisió fronto-lateral
78870,2018S006956    ,Xoc contra element estàtic
78871,2018S006957    ,Abast
78872,2018S006958    ,Xoc contra element estàtic
78873,2018S006959    ,Col.lisió fronto-lateral
78874,2018S006960    ,Abast
78875,2018S006961    ,Caiguda (dues rodes)
78876,2018S006962    ,Col.lisió lateral
78877,2018S006963    ,Abast
78878,2018S006964    ,Abast
78879,2018S006965    ,Abast
78880,2018S006966    ,Abast
78881,2018S006967    ,Xoc contra element estàtic
78882,2018S006968    ,Abast
78883,2018S006969    ,Xoc contra element estàtic
78884,2018S006970    ,Col.lisió lateral
78885,2018S006971    ,Col.lisió lateral
78886,2018S006972    ,Abast
78887,2018S006973    ,Col.lisió fronto-lateral
78888,2018S006974    ,Atropellament
